gene,kegg_id,alia,copy
TNFSF13B,hsa:10673,ZTNF4,TNFSF13B (copy)
TNFSF13B,hsa:10673,TNF superfamily member 13b,TNFSF13B (copy)
CCL1,hsa:6346,I-309,CCL1 (copy)
CCL1,hsa:6346,P500,CCL1 (copy)
CCL1,hsa:6346,SCYA1,CCL1 (copy)
CCL1,hsa:6346,SISe,CCL1 (copy)
CCL1,hsa:6346,TCA3,CCL1 (copy)
CCL1,hsa:6346,C-C motif chemokine ligand 1,CCL1 (copy)
CCR8,hsa:1237,CC-CKR-8,CCR8 (copy)
CCR8,hsa:1237,CCR-8,CCR8 (copy)
CCR8,hsa:1237,CDw198,CCR8 (copy)
CCR8,hsa:1237,CKRL1,CCR8 (copy)
CCR8,hsa:1237,CMKBR8,CCR8 (copy)
CCR8,hsa:1237,CMKBRL2,CCR8 (copy)
CCR8,hsa:1237,CY6,CCR8 (copy)
CCR8,hsa:1237,GPRCY6,CCR8 (copy)
CCR8,hsa:1237,TER1,CCR8 (copy)
CCR8,hsa:1237,C-C motif chemokine receptor 8,CCR8 (copy)
CCL25,hsa:6370,Ck_beta-15,CCL25 (copy)
CCL25,hsa:6370,Ckb15,CCL25 (copy)
CCL25,hsa:6370,SCYA25,CCL25 (copy)
CCL25,hsa:6370,TECK,CCL25 (copy)
CCL25,hsa:6370,C-C motif chemokine ligand 25,CCL25 (copy)
CCR9,hsa:10803,CC-CKR-9,CCR9 (copy)
CCR9,hsa:10803,CDw199,CCR9 (copy)
CCR9,hsa:10803,GPR-9-6,CCR9 (copy)
CCR9,hsa:10803,GPR28,CCR9 (copy)
CCR9,hsa:10803,C-C motif chemokine receptor 9,CCR9 (copy)
CCL19,hsa:6363,CKb11,CCL19 (copy)
CCL19,hsa:6363,ELC,CCL19 (copy)
CCL19,hsa:6363,MIP-3b,CCL19 (copy)
CCL19,hsa:6363,MIP3B,CCL19 (copy)
CCL19,hsa:6363,SCYA19,CCL19 (copy)
CCL19,hsa:6363,C-C motif chemokine ligand 19,CCL19 (copy)
ACKR4,hsa:51554,CC-CKR-11,ACKR4 (copy)
ACKR4,hsa:51554,CCBP2,ACKR4 (copy)
ACKR4,hsa:51554,CCR-11,ACKR4 (copy)
ACKR4,hsa:51554,CCR10,ACKR4 (copy)
ACKR4,hsa:51554,CCR11,ACKR4 (copy)
ACKR4,hsa:51554,CCRL1,ACKR4 (copy)
ACKR4,hsa:51554,CCX_CKR,ACKR4 (copy)
ACKR4,hsa:51554,CCX-CKR,ACKR4 (copy)
ACKR4,hsa:51554,CKR-11,ACKR4 (copy)
ACKR4,hsa:51554,PPR1,ACKR4 (copy)
ACKR4,hsa:51554,VSHK1,ACKR4 (copy)
ACKR4,hsa:51554,atypical chemokine receptor 4,ACKR4 (copy)
CCL21,hsa:6366,6Ckine,CCL21 (copy)
CCL21,hsa:6366,CKb9,CCL21 (copy)
CCL21,hsa:6366,ECL,CCL21 (copy)
CCL21,hsa:6366,SCYA21,CCL21 (copy)
CCL21,hsa:6366,SLC,CCL21 (copy)
CCL21,hsa:6366,TCA4,CCL21 (copy)
CCL21,hsa:6366,C-C motif chemokine ligand 21,CCL21 (copy)
CCL3L3,hsa:414062,464.2,CCL3L3 (copy)
CCL3L3,hsa:414062,D17S1718,CCL3L3 (copy)
CCL3L3,hsa:414062,G0S19-2,CCL3L3 (copy)
CCL3L3,hsa:414062,LD78,CCL3L3 (copy)
CCL3L3,hsa:414062,LD78BETA,CCL3L3 (copy)
CCL3L3,hsa:414062,SCYA3L,CCL3L3 (copy)
CCL3L3,hsa:414062,SCYA3L1,CCL3L3 (copy)
CCL3L3,hsa:414062,C-C motif chemokine ligand 3 like 3,CCL3L3 (copy)
CCR5,hsa:1234,CC-CKR-5,CCR5 (copy)
CCR5,hsa:1234,CCCKR5,CCR5 (copy)
CCR5,hsa:1234,CCR-5,CCR5 (copy)
CCR5,hsa:1234,CD195,CCR5 (copy)
CCR5,hsa:1234,CKR-5,CCR5 (copy)
CCR5,hsa:1234,CKR5,CCR5 (copy)
CCR5,hsa:1234,CMKBR5,CCR5 (copy)
CCR5,hsa:1234,IDDM22,CCR5 (copy)
CCR5,hsa:1234,C-C motif chemokine receptor 5,CCR5 (copy)
CCL3,hsa:6348,G0S19-1,CCL3 (copy)
CCL3,hsa:6348,LD78ALPHA,CCL3 (copy)
CCL3,hsa:6348,MIP-1-alpha,CCL3 (copy)
CCL3,hsa:6348,MIP1A,CCL3 (copy)
CCL3,hsa:6348,SCYA3,CCL3 (copy)
CCL3,hsa:6348,C-C motif chemokine ligand 3,CCL3 (copy)
CCL3L1,hsa:6349,464.2,CCL3L1 (copy)
CCL3L1,hsa:6349,D17S1718,CCL3L1 (copy)
CCL3L1,hsa:6349,G0S19-2,CCL3L1 (copy)
CCL3L1,hsa:6349,LD78,CCL3L1 (copy)
CCL3L1,hsa:6349,LD78-beta(1-70),CCL3L1 (copy)
CCL3L1,hsa:6349,LD78BETA,CCL3L1 (copy)
CCL3L1,hsa:6349,MIP1AP,CCL3L1 (copy)
CCL3L1,hsa:6349,SCYA3L,CCL3L1 (copy)
CCL3L1,hsa:6349,SCYA3L1,CCL3L1 (copy)
CCL3L1,hsa:6349,C-C motif chemokine ligand 3 like 1,CCL3L1 (copy)
CCL4L1,hsa:388372,AT744.2,CCL4L1 (copy)
CCL4L1,hsa:388372,CCL4L,CCL4L1 (copy)
CCL4L1,hsa:388372,LAG-1,CCL4L1 (copy)
CCL4L1,hsa:388372,LAG1,CCL4L1 (copy)
CCL4L1,hsa:388372,MIP-1-beta,CCL4L1 (copy)
CCL4L1,hsa:388372,SCYA4L,CCL4L1 (copy)
CCL4L1,hsa:388372,SCYA4L1,CCL4L1 (copy)
CCL4L1,hsa:388372,SCYA4L2,CCL4L1 (copy)
CCL4L1,hsa:388372,C-C motif chemokine ligand 4 like 1,CCL4L1 (copy)
CCL4,hsa:6351,ACT2,CCL4 (copy)
CCL4,hsa:6351,AT744.1,CCL4 (copy)
CCL4,hsa:6351,G-26,CCL4 (copy)
CCL4,hsa:6351,HC21,CCL4 (copy)
CCL4,hsa:6351,LAG-1,CCL4 (copy)
CCL4,hsa:6351,LAG1,CCL4 (copy)
CCL4,hsa:6351,MIP-1-beta,CCL4 (copy)
CCL4,hsa:6351,MIP1B,CCL4 (copy)
CCL4,hsa:6351,MIP1B1,CCL4 (copy)
CCL4,hsa:6351,SCYA2,CCL4 (copy)
CCL4,hsa:6351,SCYA4,CCL4 (copy)
CCL4,hsa:6351,C-C motif chemokine ligand 4,CCL4 (copy)
CCL4L2,hsa:9560,AT744.2,CCL4L2 (copy)
CCL4L2,hsa:9560,CCL4L,CCL4L2 (copy)
CCL4L2,hsa:9560,SCYA4L,CCL4L2 (copy)
CCL4L2,hsa:9560,SCYQ4L2,CCL4L2 (copy)
CCL4L2,hsa:9560,C-C motif chemokine ligand 4 like 2,CCL4L2 (copy)
CCL17,hsa:6361,A-152E5.3,CCL17 (copy)
CCL17,hsa:6361,ABCD-2,CCL17 (copy)
CCL17,hsa:6361,SCYA17,CCL17 (copy)
CCL17,hsa:6361,TARC,CCL17 (copy)
CCL17,hsa:6361,C-C motif chemokine ligand 17,CCL17 (copy)
CCR4,hsa:1233,CC-CKR-4,CCR4 (copy)
CCR4,hsa:1233,CD194,CCR4 (copy)
CCR4,hsa:1233,CKR4,CCR4 (copy)
CCR4,hsa:1233,CMKBR4,CCR4 (copy)
CCR4,hsa:1233,ChemR13,CCR4 (copy)
CCL22,hsa:6367,A-152E5.1,CCL22 (copy)
CCL22,hsa:6367,ABCD-1,CCL22 (copy)
CCL22,hsa:6367,DC/B-CK,CCL22 (copy)
CCL22,hsa:6367,MDC,CCL22 (copy)
CCL22,hsa:6367,SCYA22,CCL22 (copy)
CCL22,hsa:6367,STCP-1,CCL22 (copy)
CCL22,hsa:6367,C-C motif chemokine ligand 22,CCL22 (copy)
CCL5,hsa:6352,D17S136E,CCL5 (copy)
CCL5,hsa:6352,RANTES,CCL5 (copy)
CCL5,hsa:6352,SCYA5,CCL5 (copy)
CCL5,hsa:6352,SIS-delta,CCL5 (copy)
CCL5,hsa:6352,SISd,CCL5 (copy)
CCL5,hsa:6352,TCP228,CCL5 (copy)
CCL5,hsa:6352,eoCP,CCL5 (copy)
CCL5,hsa:6352,C-C motif chemokine ligand 5,CCL5 (copy)
CCL8,hsa:6355,HC14,CCL8 (copy)
CCL8,hsa:6355,MCP-2,CCL8 (copy)
CCL8,hsa:6355,MCP2,CCL8 (copy)
CCL8,hsa:6355,SCYA10,CCL8 (copy)
CCL8,hsa:6355,SCYA8,CCL8 (copy)
CCL8,hsa:6355,C-C motif chemokine ligand 8,CCL8 (copy)
CCL14,hsa:6358,CC-1,CCL14 (copy)
CCL14,hsa:6358,CC-3,CCL14 (copy)
CCL14,hsa:6358,CKB1,CCL14 (copy)
CCL14,hsa:6358,HCC-1,CCL14 (copy)
CCL14,hsa:6358,HCC-1(1-74),CCL14 (copy)
CCL14,hsa:6358,HCC-1/HCC-3,CCL14 (copy)
CCL14,hsa:6358,HCC-3,CCL14 (copy)
CCL14,hsa:6358,MCIF,CCL14 (copy)
CCL14,hsa:6358,NCC-2,CCL14 (copy)
CCL14,hsa:6358,NCC2,CCL14 (copy)
CCL14,hsa:6358,SCYA14,CCL14 (copy)
CCL14,hsa:6358,SCYL2,CCL14 (copy)
CCL14,hsa:6358,SY14,CCL14 (copy)
CCL14,hsa:6358,C-C motif chemokine ligand 14,CCL14 (copy)
CCR1,hsa:1230,CD191,CCR1 (copy)
CCR1,hsa:1230,CKR-1,CCR1 (copy)
CCR1,hsa:1230,CKR1,CCR1 (copy)
CCR1,hsa:1230,CMKBR1,CCR1 (copy)
CCR1,hsa:1230,HM145,CCR1 (copy)
CCR1,hsa:1230,MIP1aR,CCR1 (copy)
CCR1,hsa:1230,SCYAR1,CCR1 (copy)
CCR1,hsa:1230,C-C motif chemokine receptor 1,CCR1 (copy)
CCL16,hsa:6360,CKb12,CCL16 (copy)
CCL16,hsa:6360,HCC-4,CCL16 (copy)
CCL16,hsa:6360,ILINCK,CCL16 (copy)
CCL16,hsa:6360,LCC-1,CCL16 (copy)
CCL16,hsa:6360,LEC,CCL16 (copy)
CCL16,hsa:6360,LMC,CCL16 (copy)
CCL16,hsa:6360,Mtn-1,CCL16 (copy)
CCL16,hsa:6360,NCC-4,CCL16 (copy)
CCL16,hsa:6360,NCC4,CCL16 (copy)
CCL16,hsa:6360,SCYA16,CCL16 (copy)
CCL16,hsa:6360,SCYL4,CCL16 (copy)
CCL16,hsa:6360,C-C motif chemokine ligand 16,CCL16 (copy)
CCL15,hsa:6359,HCC-2,CCL15 (copy)
CCL15,hsa:6359,HMRP-2B,CCL15 (copy)
CCL15,hsa:6359,LKN-1,CCL15 (copy)
CCL15,hsa:6359,LKN1,CCL15 (copy)
CCL15,hsa:6359,MIP-1_delta,CCL15 (copy)
CCL15,hsa:6359,MIP-1D,CCL15 (copy)
CCL15,hsa:6359,MIP-5,CCL15 (copy)
CCL15,hsa:6359,MRP-2B,CCL15 (copy)
CCL15,hsa:6359,NCC-3,CCL15 (copy)
CCL15,hsa:6359,NCC3,CCL15 (copy)
CCL15,hsa:6359,SCYA15,CCL15 (copy)
CCL15,hsa:6359,SCYL3,CCL15 (copy)
CCL15,hsa:6359,SY15,CCL15 (copy)
CCL15,hsa:6359,C-C motif chemokine ligand 15,CCL15 (copy)
CCL23,hsa:6368,CK-BETA-8,CCL23 (copy)
CCL23,hsa:6368,CKb8,CCL23 (copy)
CCL23,hsa:6368,Ckb-8,CCL23 (copy)
CCL23,hsa:6368,Ckb-8-1,CCL23 (copy)
CCL23,hsa:6368,MIP-3,CCL23 (copy)
CCL23,hsa:6368,MIP3,CCL23 (copy)
CCL23,hsa:6368,MPIF-1,CCL23 (copy)
CCL23,hsa:6368,SCYA23,CCL23 (copy)
CCL23,hsa:6368,hmrp-2a,CCL23 (copy)
CCL23,hsa:6368,C-C motif chemokine ligand 23,CCL23 (copy)
CCL13,hsa:6357,CKb10,CCL13 (copy)
CCL13,hsa:6357,MCP-4,CCL13 (copy)
CCL13,hsa:6357,NCC-1,CCL13 (copy)
CCL13,hsa:6357,NCC1,CCL13 (copy)
CCL13,hsa:6357,SCYA13,CCL13 (copy)
CCL13,hsa:6357,SCYL1,CCL13 (copy)
CCL13,hsa:6357,C-C motif chemokine ligand 13,CCL13 (copy)
CCL7,hsa:6354,FIC,CCL7 (copy)
CCL7,hsa:6354,MARC,CCL7 (copy)
CCL7,hsa:6354,MCP-3,CCL7 (copy)
CCL7,hsa:6354,MCP3,CCL7 (copy)
CCL7,hsa:6354,NC28,CCL7 (copy)
CCL7,hsa:6354,SCYA6,CCL7 (copy)
CCL7,hsa:6354,SCYA7,CCL7 (copy)
CCL7,hsa:6354,C-C motif chemokine ligand 7,CCL7 (copy)
CCL2,hsa:6347,GDCF-2,CCL2 (copy)
CCL2,hsa:6347,HC11,CCL2 (copy)
CCL2,hsa:6347,HSMCR30,CCL2 (copy)
CCL2,hsa:6347,MCAF,CCL2 (copy)
CCL2,hsa:6347,MCP-1,CCL2 (copy)
CCL2,hsa:6347,MCP1,CCL2 (copy)
CCL2,hsa:6347,SCYA2,CCL2 (copy)
CCL2,hsa:6347,SMC-CF,CCL2 (copy)
CCL2,hsa:6347,C-C motif chemokine ligand 2,CCL2 (copy)
CCR2,hsa:729230,CC-CKR-2,CCR2 (copy)
CCR2,hsa:729230,CCR-2,CCR2 (copy)
CCR2,hsa:729230,CCR2A,CCR2 (copy)
CCR2,hsa:729230,CCR2B,CCR2 (copy)
CCR2,hsa:729230,CD192,CCR2 (copy)
CCR2,hsa:729230,CKR2,CCR2 (copy)
CCR2,hsa:729230,CKR2A,CCR2 (copy)
CCR2,hsa:729230,CKR2B,CCR2 (copy)
CCR2,hsa:729230,CMKBR2,CCR2 (copy)
CCR2,hsa:729230,MCP-1-R,CCR2 (copy)
CCR2,hsa:729230,C-C motif chemokine receptor 2,CCR2 (copy)
CCL11,hsa:6356,SCYA11,CCL11 (copy)
CCL11,hsa:6356,C-C motif chemokine ligand 11,CCL11 (copy)
CCR3,hsa:1232,C_C_CKR3,CCR3 (copy)
CCR3,hsa:1232,CC-CKR-3,CCR3 (copy)
CCR3,hsa:1232,CD193,CCR3 (copy)
CCR3,hsa:1232,CKR_3,CCR3 (copy)
CCR3,hsa:1232,CKR3,CCR3 (copy)
CCR3,hsa:1232,CMKBR3,CCR3 (copy)
CCR3,hsa:1232,C-C motif chemokine receptor 3,CCR3 (copy)
CCL24,hsa:6369,Ckb-6,CCL24 (copy)
CCL24,hsa:6369,MPIF-2,CCL24 (copy)
CCL24,hsa:6369,MPIF2,CCL24 (copy)
CCL24,hsa:6369,SCYA24,CCL24 (copy)
CCL24,hsa:6369,C-C motif chemokine ligand 24,CCL24 (copy)
CCL26,hsa:10344,IMAC,CCL26 (copy)
CCL26,hsa:10344,MIP-4a,CCL26 (copy)
CCL26,hsa:10344,MIP-4alpha,CCL26 (copy)
CCL26,hsa:10344,SCYA26,CCL26 (copy)
CCL26,hsa:10344,TSC-1,CCL26 (copy)
CCL26,hsa:10344,C-C motif chemokine ligand 26,CCL26 (copy)
CCL27,hsa:10850,ALP,CCL27 (copy)
CCL27,hsa:10850,CTACK,CCL27 (copy)
CCL27,hsa:10850,CTAK,CCL27 (copy)
CCL27,hsa:10850,ESKINE,CCL27 (copy)
CCL27,hsa:10850,ILC,CCL27 (copy)
CCL27,hsa:10850,PESKY,CCL27 (copy)
CCL27,hsa:10850,SCYA27,CCL27 (copy)
CCL27,hsa:10850,C-C motif chemokine ligand 27,CCL27 (copy)
CCL28,hsa:56477,CCK1,CCL28 (copy)
CCL28,hsa:56477,MEC,CCL28 (copy)
CCL28,hsa:56477,SCYA28,CCL28 (copy)
CCL28,hsa:56477,C-C motif chemokine ligand 28,CCL28 (copy)
CCL20,hsa:6364,CKb4,CCL20 (copy)
CCL20,hsa:6364,Exodus,CCL20 (copy)
CCL20,hsa:6364,LARC,CCL20 (copy)
CCL20,hsa:6364,MIP-3-alpha,CCL20 (copy)
CCL20,hsa:6364,MIP-3a,CCL20 (copy)
CCL20,hsa:6364,MIP3A,CCL20 (copy)
CCL20,hsa:6364,SCYA20,CCL20 (copy)
CCL20,hsa:6364,ST38,CCL20 (copy)
CCL20,hsa:6364,C-C motif chemokine ligand 20,CCL20 (copy)
CCR6,hsa:1235,BN-1,CCR6 (copy)
CCR6,hsa:1235,C-C_CKR-6,CCR6 (copy)
CCR6,hsa:1235,CC-CKR-6,CCR6 (copy)
CCR6,hsa:1235,CCR-6,CCR6 (copy)
CCR6,hsa:1235,CD196,CCR6 (copy)
CCR6,hsa:1235,CKR-L3,CCR6 (copy)
CCR6,hsa:1235,CKRL3,CCR6 (copy)
CCR6,hsa:1235,CMKBR6,CCR6 (copy)
CCR6,hsa:1235,DCR2,CCR6 (copy)
CCR6,hsa:1235,DRY6,CCR6 (copy)
CCR6,hsa:1235,GPR29,CCR6 (copy)
CCR6,hsa:1235,GPRCY4,CCR6 (copy)
CCR6,hsa:1235,STRL22,CCR6 (copy)
CCR6,hsa:1235,C-C motif chemokine receptor 6,CCR6 (copy)
CCL18,hsa:6362,AMAC-1,CCL18 (copy)
CCL18,hsa:6362,AMAC1,CCL18 (copy)
CCL18,hsa:6362,CKb7,CCL18 (copy)
CCL18,hsa:6362,DC-CK1,CCL18 (copy)
CCL18,hsa:6362,DCCK1,CCL18 (copy)
CCL18,hsa:6362,MIP-4,CCL18 (copy)
CCL18,hsa:6362,PARC,CCL18 (copy)
CCL18,hsa:6362,SCYA18,CCL18 (copy)
CCL18,hsa:6362,C-C motif chemokine ligand 18,CCL18 (copy)
CXCL14,hsa:9547,BMAC,CXCL14 (copy)
CXCL14,hsa:9547,BRAK,CXCL14 (copy)
CXCL14,hsa:9547,KEC,CXCL14 (copy)
CXCL14,hsa:9547,KS1,CXCL14 (copy)
CXCL14,hsa:9547,MIP-2g,CXCL14 (copy)
CXCL14,hsa:9547,MIP2G,CXCL14 (copy)
CXCL14,hsa:9547,NJAC,CXCL14 (copy)
CXCL14,hsa:9547,SCYB14,CXCL14 (copy)
CXCL14,hsa:9547,C-X-C motif chemokine ligand 14,CXCL14 (copy)
CCR7,hsa:1236,BLR2,CCR7 (copy)
CCR7,hsa:1236,CC-CKR-7,CCR7 (copy)
CCR7,hsa:1236,CCR-7,CCR7 (copy)
CCR7,hsa:1236,CD197,CCR7 (copy)
CCR7,hsa:1236,CDw197,CCR7 (copy)
CCR7,hsa:1236,CMKBR7,CCR7 (copy)
CCR7,hsa:1236,EBI1,CCR7 (copy)
CCR7,hsa:1236,C-C motif chemokine receptor 7,CCR7 (copy)
CCR10,hsa:2826,GPR2,CCR10 (copy)
CCR10,hsa:2826,C-C motif chemokine receptor 10,CCR10 (copy)
CXCR5,hsa:643,BLR1,CXCR5 (copy)
CXCR5,hsa:643,CD185,CXCR5 (copy)
CXCR5,hsa:643,MDR15,CXCR5 (copy)
CXCR5,hsa:643,C-X-C motif chemokine receptor 5,CXCR5 (copy)
JAK3,hsa:3718,JAK-3,JAK3 (copy)
JAK3,hsa:3718,JAK3_HUMAN,JAK3 (copy)
JAK3,hsa:3718,JAKL,JAK3 (copy)
JAK3,hsa:3718,L-JAK,JAK3 (copy)
JAK3,hsa:3718,LJAK,JAK3 (copy)
JAK3,hsa:3718,Janus kinase 3,JAK3 (copy)
STAT1,hsa:6772,CANDF7,STAT1 (copy)
STAT1,hsa:6772,IMD31A,STAT1 (copy)
STAT1,hsa:6772,IMD31B,STAT1 (copy)
STAT1,hsa:6772,IMD31C,STAT1 (copy)
STAT1,hsa:6772,ISGF-3,STAT1 (copy)
STAT1,hsa:6772,STAT91,STAT1 (copy)
STAT1,hsa:6772,signal transducer and activator of transcription 1,STAT1 (copy)
FGR,hsa:2268,SRC2,FGR (copy)
FGR,hsa:2268,c-fgr,FGR (copy)
FGR,hsa:2268,c-src2,FGR (copy)
FGR,hsa:2268,p55-Fgr,FGR (copy)
FGR,hsa:2268,p55c-fgr,FGR (copy)
FGR,hsa:2268,p58-Fgr,FGR (copy)
FGR,hsa:2268,p58c-fgr,FGR (copy)
FGR,hsa:2268,FGR proto-oncogene,FGR (copy)
FGR,hsa:2268,Src family tyrosine kinase,FGR (copy)
HCK,hsa:3055,JTK9,HCK (copy)
HCK,hsa:3055,p59Hck,HCK (copy)
HCK,hsa:3055,p61Hck,HCK (copy)
HCK,hsa:3055,HCK proto-oncogene,HCK (copy)
HCK,hsa:3055,Src family tyrosine kinase,HCK (copy)
LYN,hsa:4067,JTK8,LYN (copy)
LYN,hsa:4067,p53Lyn,LYN (copy)
LYN,hsa:4067,p56Lyn,LYN (copy)
LYN,hsa:4067,LYN proto-oncogene,LYN (copy)
LYN,hsa:4067,Src family tyrosine kinase,LYN (copy)
PRKCZ,hsa:5590,PKC-ZETA,PRKCZ (copy)
PRKCZ,hsa:5590,PKC2,PRKCZ (copy)
PRKCZ,hsa:5590,protein kinase C zeta,PRKCZ (copy)
NFKBIA,hsa:4792,EDAID2,NFKBIA (copy)
NFKBIA,hsa:4792,IKBA,NFKBIA (copy)
NFKBIA,hsa:4792,MAD-3,NFKBIA (copy)
NFKBIA,hsa:4792,NFKBI,NFKBIA (copy)
NFKBIA,hsa:4792,NFKB inhibitor alpha,NFKBIA (copy)
NFKBIB,hsa:4793,IKBB,NFKBIB (copy)
NFKBIB,hsa:4793,TRIP9,NFKBIB (copy)
NFKBIB,hsa:4793,NFKB inhibitor beta,NFKBIB (copy)
ITK,hsa:3702,EMT,ITK (copy)
ITK,hsa:3702,LPFS1,ITK (copy)
ITK,hsa:3702,LYK,ITK (copy)
ITK,hsa:3702,PSCTK2,ITK (copy)
ITK,hsa:3702,IL2 inducible T cell kinase,ITK (copy)
PREX1,hsa:57580,P-REX1,PREX1 (copy)
PTK2B,hsa:2185,CADTK,PTK2B (copy)
PTK2B,hsa:2185,CAKB,PTK2B (copy)
PTK2B,hsa:2185,FADK2,PTK2B (copy)
PTK2B,hsa:2185,FAK2,PTK2B (copy)
PTK2B,hsa:2185,PKB,PTK2B (copy)
PTK2B,hsa:2185,PTK,PTK2B (copy)
PTK2B,hsa:2185,PYK2,PTK2B (copy)
PTK2B,hsa:2185,RAFTK,PTK2B (copy)
PTK2B,hsa:2185,protein tyrosine kinase 2 beta,PTK2B (copy)
PRKCD,hsa:5580,ALPS3,PRKCD (copy)
PRKCD,hsa:5580,CVID9,PRKCD (copy)
PRKCD,hsa:5580,MAY1,PRKCD (copy)
PRKCD,hsa:5580,PKCD,PRKCD (copy)
PRKCD,hsa:5580,nPKC-delta,PRKCD (copy)
PRKCD,hsa:5580,protein kinase C delta,PRKCD (copy)
ARRB1,hsa:408,ARB1,ARRB1 (copy)
ARRB1,hsa:408,ARR1,ARRB1 (copy)
ARRB1,hsa:408,arrestin beta 1,ARRB1 (copy)
ARRB2,hsa:409,ARB2,ARRB2 (copy)
ARRB2,hsa:409,ARR2,ARRB2 (copy)
ARRB2,hsa:409,BARR2,ARRB2 (copy)
ARRB2,hsa:409,arrestin beta 2,ARRB2 (copy)
GRK7,hsa:131890,GPRK7,GRK7 (copy)
GRK7,hsa:131890,G protein-coupled receptor kinase 7,GRK7 (copy)
GRK2,hsa:156,ADRBK1,GRK2 (copy)
GRK2,hsa:156,BARK1,GRK2 (copy)
GRK2,hsa:156,BETA-ARK1,GRK2 (copy)
GRK2,hsa:156,G protein-coupled receptor kinase 2,GRK2 (copy)
GRK3,hsa:157,ADRBK2,GRK3 (copy)
GRK3,hsa:157,BARK2,GRK3 (copy)
GRK3,hsa:157,G protein-coupled receptor kinase 3,GRK3 (copy)
GRK4,hsa:2868,GPRK2L,GRK4 (copy)
GRK4,hsa:2868,GPRK4,GRK4 (copy)
GRK4,hsa:2868,GRK4a,GRK4 (copy)
GRK4,hsa:2868,IT11,GRK4 (copy)
GRK4,hsa:2868,G protein-coupled receptor kinase 4,GRK4 (copy)
GRK5,hsa:2869,FP2025,GRK5 (copy)
GRK5,hsa:2869,GPRK5,GRK5 (copy)
GRK5,hsa:2869,G protein-coupled receptor kinase 5,GRK5 (copy)
GRK6,hsa:2870,GPRK6,GRK6 (copy)
GRK6,hsa:2870,G protein-coupled receptor kinase 6,GRK6 (copy)
GRK1,hsa:6011,GPRK1,GRK1 (copy)
GRK1,hsa:6011,RHOK,GRK1 (copy)
GRK1,hsa:6011,RK,GRK1 (copy)
GRK1,hsa:6011,G protein-coupled receptor kinase 1,GRK1 (copy)
DDX58,hsa:23586,RIG-I,DDX58 (copy)
DDX58,hsa:23586,RIG1,DDX58 (copy)
DDX58,hsa:23586,RIGI,DDX58 (copy)
DDX58,hsa:23586,RLR-1,DDX58 (copy)
DDX58,hsa:23586,SGMRT2,DDX58 (copy)
DDX58,hsa:23586,DExD/H-box helicase 58,DDX58 (copy)
TLR4,hsa:7099,ARMD10,TLR4 (copy)
TLR4,hsa:7099,CD284,TLR4 (copy)
TLR4,hsa:7099,TLR-4,TLR4 (copy)
TLR4,hsa:7099,TOLL,TLR4 (copy)
TLR4,hsa:7099,toll like receptor 4,TLR4 (copy)
PRKCQ,hsa:5588,PRKCT,PRKCQ (copy)
PRKCQ,hsa:5588,nPKC-theta,PRKCQ (copy)
PRKCQ,hsa:5588,protein kinase C theta,PRKCQ (copy)
CARD10,hsa:29775,BIMP1,CARD10 (copy)
CARD10,hsa:29775,CARMA3,CARD10 (copy)
CARD10,hsa:29775,IMD89,CARD10 (copy)
CARD10,hsa:29775,caspase recruitment domain family member 10,CARD10 (copy)
SYK,hsa:6850,IMD82,SYK (copy)
SYK,hsa:6850,p72-Syk,SYK (copy)
SYK,hsa:6850,spleen associated tyrosine kinase,SYK (copy)
BTK,hsa:695,AGMX1,BTK (copy)
BTK,hsa:695,AT,BTK (copy)
BTK,hsa:695,ATK,BTK (copy)
BTK,hsa:695,BPK,BTK (copy)
BTK,hsa:695,IGHD3,BTK (copy)
BTK,hsa:695,IMD1,BTK (copy)
BTK,hsa:695,PSCTK1,BTK (copy)
BTK,hsa:695,XLA,BTK (copy)
BTK,hsa:695,Bruton tyrosine kinase,BTK (copy)
CSNK2A1,hsa:1457,CK2A1,CSNK2A1 (copy)
CSNK2A1,hsa:1457,CKII,CSNK2A1 (copy)
CSNK2A1,hsa:1457,Cka1,CSNK2A1 (copy)
CSNK2A1,hsa:1457,Cka2,CSNK2A1 (copy)
CSNK2A1,hsa:1457,OCNDS,CSNK2A1 (copy)
CSNK2A1,hsa:1457,casein kinase 2 alpha 1,CSNK2A1 (copy)
CSNK2A2,hsa:1459,CK2A2,CSNK2A2 (copy)
CSNK2A2,hsa:1459,CK2alpha',CSNK2A2 (copy)
CSNK2A2,hsa:1459,CSNK2A1,CSNK2A2 (copy)
CSNK2A2,hsa:1459,casein kinase 2 alpha 2,CSNK2A2 (copy)
CSNK2B,hsa:1460,CK2B,CSNK2B (copy)
CSNK2B,hsa:1460,CK2N,CSNK2B (copy)
CSNK2B,hsa:1460,CSK2B,CSNK2B (copy)
CSNK2B,hsa:1460,Ckb1,CSNK2B (copy)
CSNK2B,hsa:1460,Ckb2,CSNK2B (copy)
CSNK2B,hsa:1460,G5A,CSNK2B (copy)
CSNK2B,hsa:1460,POBINDS,CSNK2B (copy)
CSNK2B,hsa:1460,casein kinase 2 beta,CSNK2B (copy)
CSNK2A3,hsa:283106,CSNK2A1P,CSNK2A3 (copy)
CSNK2A3,hsa:283106,casein kinase 2 alpha 3,CSNK2A3 (copy)
TRIM25,hsa:7706,EFP,TRIM25 (copy)
TRIM25,hsa:7706,RNF147,TRIM25 (copy)
TRIM25,hsa:7706,Z147,TRIM25 (copy)
