Entry,Entry_Name,Gene_Names,Protein_names,Gene_Names_synonym,gene_id,HGNC_name,HGNC_prev_name,HGNC_alias_name,HGNC_alias_symbol,NCBI_nomenclaturename,NCBI_otheraliases,Gene_name(primary)
Q969Q6,P2R3C_HUMAN,PPP2R3C; C14orf10; G5PR,Serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma; Protein phosphatase subunit G5PR; Rhabdomyosarcoma antigen MU-RMS-40.6A/6C,C14orf10; G5PR,55012,protein phosphatase 2 regulatory subunit B''gamma,chromosome 14 open reading frame 10; protein phosphatase 2 (formerly 2A); regulatory subunit B'',,FLJ20644; G4-1; G5PR,protein phosphatase 2 regulatory subunit B''gamma,C14orf10; G4-1; G5pr; GDRM; MEGD; SPGF36,PPP2R3C
Q969R5,LMBL2_HUMAN,L3MBTL2,Lethal(3)malignant brain tumor-like protein 2; 3; H-l(3; L(3,,83746,L3MBTL histone methyl-lysine binding protein 2,l(3)mbt-like 2 (Drosophila); L3MBTL2; polycomb repressive complex 1 subunit,,H-l(3)mbt-l; DKFZP761I141; dJ756G23.3,L3MBTL histone methyl-lysine binding protein 2,H-l(3)mbt-l; L3MBT,L3MBTL2
Q969S3,ZN622_HUMAN,ZNF622; ZPR9,Cytoplasmic 60S subunit biogenesis factor ZNF622; Zinc finger protein 622; Zinc finger-like protein 9,ZPR9,90441,zinc finger protein 622,,,MGC2485; MGC17552; ZPR9,zinc finger protein 622,ZPR9,ZNF622
Q969T9,WBP2_HUMAN,WBP2,WW domain-binding protein 2; WBP-2,,23558,WW domain binding protein 2,,,WBP-2; GRAMD6,WW domain binding protein 2,DFNB107; GRAMD6; WBP-2,WBP2
Q969U6,FBXW5_HUMAN,FBXW5; FBW5; PP3971,F-box/WD repeat-containing protein 5; F-box and WD-40 domain-containing protein 5,FBW5,54461,F-box and WD repeat domain containing 5,F-box and WD-40 domain protein 5,,DKFZP434B205; MGC20962; Fbw5,F-box and WD repeat domain containing 5,Fbw5,FBXW5
Q969V6,MRTFA_HUMAN,MRTFA; KIAA1438; MAL; MKL1,Myocardin-related transcription factor A; MRTF-A; MKL/myocardin-like protein 1; Megakaryoblastic leukemia 1 protein; Megakaryocytic acute leukemia protein,KIAA1438; MAL; MKL1,57591,myocardin related transcription factor A,megakaryoblastic leukemia (translocation) 1,megakaryocytic acute leukemia; basic; SAP and coiled-coil domain,KIAA1438; MAL; MRTF-A; BSAC; MKL,myocardin related transcription factor A,BSAC; MAL; MKL; MKL1; MRTF-A,MRTFA
Q96A32,MYL11_HUMAN,MYL11; HSRLC; MYLPF,Myosin regulatory light chain 11; Fast skeletal myosin light chain 2; MLC2B; Myosin light chain 11; Myosin regulatory light chain 2; skeletal muscle isoform,HSRLC; MYLPF,29895,myosin light chain 11,myosin light chain; phosphorylatable; fast skeletal muscle,myosin; light chain 11; regulatory; myosin regulatory light chain 2,MRLC2; HUMMLC2B,myosin light chain 11,DA1C; HUMMLC2B; MLC2B; MRLC2; MYLPF,MYL11
Q96A54,PAQR1_HUMAN,ADIPOR1; PAQR1; TESBP1A; CGI-45,Adiponectin receptor protein 1; Progestin and adipoQ receptor family member 1; Progestin and adipoQ receptor family member I,PAQR1; TESBP1A,51094,adiponectin receptor 1,,,PAQR1; ACDCR1,adiponectin receptor 1,ACDCR1; CGI-45; CGI45; PAQR1; TESBP1A,ADIPOR1
Q96AC1,FERM2_HUMAN,FERMT2; KIND2; MIG2; PLEKHC1,Fermitin family homolog 2; Kindlin-2; Mitogen-inducible gene 2 protein; MIG-2; Pleckstrin homology domain-containing family C member 1; PH domain-containing family C member 1,KIND2; MIG2; PLEKHC1,10979,FERM domain containing kindlin 2,pleckstrin homology domain containing; family C (with FERM domain) member 1; fermitin family homolog 2 (Drosophila); fermitin family member 2,kindlin-2; mitogen inducible gene-2,mig-2; KIND2; UNC112B,FERM domain containing kindlin 2,KIND2; MIG2; PLEKHC1; UNC112; UNC112B; mig-2,FERMT2
Q96AE4,FUBP1_HUMAN,FUBP1,Far upstream element-binding protein 1; FBP; FUSE-binding protein 1; DNA helicase V; hDH V,,8880,far upstream element binding protein 1,far upstream element (FUSE) binding protein 1,FUSE binding protein 1,FBP,far upstream element binding protein 1,FBP; FUBP; hDH V,FUBP1
Q96AP0,ACD_HUMAN,ACD; PIP1; PTOP; TINT1; TPP1,Adrenocortical dysplasia protein homolog; POT1 and TIN2-interacting protein,PIP1; PTOP; TINT1; TPP1,65057,ACD shelterin complex subunit and telomerase recruitment factor,adrenocortical dysplasia homolog (mouse),TIN2 interacting protein 1; POT1 and TIN2 organizing protein,Ptop; Pip1; Tpp1; Tint1,ACD shelterin complex subunit and telomerase recruitment factor,PIP1; PTOP; TINT1; TPP1,ACD
Q96AX2,RAB37_HUMAN,RAB37,Ras-related protein Rab-37,,326624,RAB37; member RAS oncogene family,,,,RAB37; member RAS oncogene family,,RAB37
Q96B36,AKTS1_HUMAN,AKT1S1; PRAS40,Proline-rich AKT1 substrate 1; 40 kDa proline-rich AKT substrate,PRAS40,84335,AKT1 substrate 1,AKT1 substrate 1 (proline-rich),proline-rich Akt substrate; 40 kDa,PRAS40; MGC2865; Lobe,AKT1 substrate 1,Lobe; PRAS40,AKT1S1
Q96BA8,CR3L1_HUMAN,CREB3L1; OASIS; PSEC0238,Cyclic AMP-responsive element-binding protein 3-like protein 1; cAMP-responsive element-binding protein 3-like protein 1; Old astrocyte specifically-induced substance; OASIS,OASIS,90993,cAMP responsive element binding protein 3 like 1,,BBF-2 homolog (drosophila); old astrocyte specifically induced substance,OASIS,cAMP responsive element binding protein 3 like 1,C16DELp11.2; DEL16p11.2; OASIS; OI16,CREB3L1
Q96BD6,SPSB1_HUMAN,SPSB1; SSB1,SPRY domain-containing SOCS box protein 1; SSB-1,SSB1,80176,splA/ryanodine receptor domain and SOCS box containing 1,,,SSB-1,splA/ryanodine receptor domain and SOCS box containing 1,SSB-1; SSB1,SPSB1
Q96BF3,TMIG2_HUMAN,TMIGD2; CD28H; IGPR1; UNQ3059/PRO9879,Transmembrane and immunoglobulin domain-containing protein 2; CD28 homolog; Immunoglobulin and proline-rich receptor 1; IGPR-1,CD28H; IGPR1,126259,transmembrane and immunoglobulin domain containing 2,,CD28 homologue; immunoglobulin-containing and proline-rich receptor-1,MGC23244; CD28H; IGPR-1,transmembrane and immunoglobulin domain containing 2,CD28H; IGPR-1; IGPR1,TMIGD2
Q96BK5,PINX1_HUMAN,PINX1; LPTL; LPTS,PIN2/TERF1-interacting telomerase inhibitor 1; Liver-related putative tumor suppressor; Pin2-interacting protein X1; Protein 67-11-3; TRF1-interacting protein 1,LPTL; LPTS,54984,PIN2 (TERF1) interacting telomerase inhibitor 1,PIN2/TERF1 interacting telomerase inhibitor 1,PIN2 interacting protein 1; liver-related putative tumor suppressor,LPTL; LPTS; FLJ20565; MGC8850; Gno1; Pxr1,PIN2 (TERF1) interacting telomerase inhibitor 1,Gno1; LPTL; LPTS; Pxr1,PINX1
Q96BR1,SGK3_HUMAN,SGK3; CISK; SGKL,Serine/threonine-protein kinase Sgk3; EC 2.7.11.1; Cytokine-independent survival kinase; Serum/glucocorticoid-regulated kinase 3; Serum/glucocorticoid-regulated kinase-like,CISK; SGKL,100533105,serum/glucocorticoid regulated kinase family member 3,serum/glucocorticoid regulated kinase-like; serum/glucocorticoid regulated kinase family; member 3,,,C8orf44-SGK3 readthrough,,SGK3
Q96BY7,ATG2B_HUMAN,ATG2B; C14orf103,Autophagy-related protein 2 homolog B,C14orf103,55102,autophagy related 2B,chromosome 14 open reading frame 103; ATG2 autophagy related 2 homolog B (S. cerevisiae),bridge-like lipid transfer protein family member 4B,FLJ10242; BLTP4B,autophagy related 2B,BLTP4B; C14orf103,ATG2B
Q96C36,P5CR2_HUMAN,PYCR2,Pyrroline-5-carboxylate reductase 2; P5C reductase 2; P5CR 2; EC 1.5.1.2,,29920,pyrroline-5-carboxylate reductase 2,pyrroline-5-carboxylate reductase family member 2,,P5CR2,pyrroline-5-carboxylate reductase 2,HLD10; P5CR2,PYCR2
Q96CF2,CHM4C_HUMAN,CHMP4C; SHAX3,Charged multivesicular body protein 4c; Chromatin-modifying protein 4c; CHMP4c; SNF7 homolog associated with Alix 3; SNF7-3; hSnf7-3; Vacuolar protein sorting-associated protein 32-3; Vps32-3; hVps32-3,SHAX3,92421,charged multivesicular body protein 4C,chromatin modifying protein 4C,Snf7 homologue associated with Alix 3,MGC22825; Shax3; VPS32C,charged multivesicular body protein 4C,SNF7-3; Shax3; VPS32C,CHMP4C
Q96CG3,TIFA_HUMAN,TIFA; T2BP,TRAF-interacting protein with FHA domain-containing protein A; Putative MAPK-activating protein PM14; Putative NF-kappa-B-activating protein 20; TRAF2-binding protein,T2BP,92610,TRAF interacting protein with forkhead associated domain,TRAF-interacting protein with forkhead-associated domain,TRAF2 binding protein; TRAF6 binding protein,MGC20791; T2BP; T6BP; TIFAA,TRAF interacting protein with forkhead associated domain,T2BP; T6BP; TIFAA,TIFA
Q96CV9,OPTN_HUMAN,OPTN; FIP2; GLC1E; HIP7; HYPL; NRP,Optineurin; E3-14.7K-interacting protein; FIP-2; Huntingtin yeast partner L; Huntingtin-interacting protein 7; HIP-7; Huntingtin-interacting protein L; NEMO-related protein; Optic neuropathy-inducing protein; Transcription factor IIIA-interacting protein; TFIIIA-IntP,FIP2; GLC1E; HIP7; HYPL; NRP,10133,optineurin,glaucoma 1; open angle; E (adult-onset),,FIP2; HYPL; FIP-2; TFIIIA-INTP; NRP; HIP7,optineurin,ALS12; FIP2; GLC1E; HIP7; HYPL; NRP; TFIIIA-INTP,OPTN
Q96CW1,AP2M1_HUMAN,AP2M1; CLAPM1; KIAA0109,AP-2 complex subunit mu; AP-2 mu chain; Adaptin-mu2; Adaptor protein complex AP-2 subunit mu; Adaptor-related protein complex 2 subunit mu; Clathrin assembly protein complex 2 mu medium chain; Clathrin coat assembly protein AP50; Clathrin coat-associated protein AP50; HA2 50 kDa subunit; Plasma membrane adaptor AP-2 50 kDa protein,CLAPM1; KIAA0109,1173,adaptor related protein complex 2 subunit mu 1,adaptor related protein complex 2 mu 1 subunit,clathrin-associated/assembly/adaptor protein; medium 1; plasma membrane adaptor AP-2 50kDA protein; clathrin coat adaptor protein AP50; clathrin adaptor complex AP2; mu subunit; HA2 50 kDA subunit; clathrin assembly protein complex 2 medium chain; AP-2 mu 2 chain,AP50; mu2,adaptor related protein complex 2 subunit mu 1,AP50; CLAPM1; MRD60; mu2,AP2M1
Q96D31,ORAI1_HUMAN,ORAI1; CRACM1; TMEM142A,Calcium release-activated calcium channel protein 1; Protein orai-1; Transmembrane protein 142A,CRACM1; TMEM142A,84876,ORAI calcium release-activated calcium modulator 1,transmembrane protein 142A,calcium release-activated calcium modulator 1,FLJ14466; CRACM1,ORAI calcium release-activated calcium modulator 1,CRACM1; IMD9; ORAT1; TAM2; TMEM142A,ORAI1
Q96D96,HVCN1_HUMAN,HVCN1; VSOP; UNQ578/PRO1140,Voltage-gated hydrogen channel 1; Hydrogen voltage-gated channel 1; HV1; Voltage sensor domain-only protein,VSOP,84329,hydrogen voltage gated channel 1,hydrogen voltage-gated channel 1,voltage sensor domain-only protein,MGC15619; Hv1; VSOP,hydrogen voltage gated channel 1,HV1; VSOP,HVCN1
Q96DE5,APC16_HUMAN,ANAPC16; C10orf104; CENP-27,Anaphase-promoting complex subunit 16; APC16; Cyclosome subunit 16,C10orf104; CENP-27,119504,anaphase promoting complex subunit 16,chromosome 10 open reading frame 104,centromere protein 27,bA570G20.3; FLJ33728; APC16; CENP-27,anaphase promoting complex subunit 16,APC16; C10orf104; CENP-27; MSAG; bA570G20.3,ANAPC16
Q96E09,PBIR1_HUMAN,PABIR1; C9orf42; FAM122A,PPP2R1A-PPP2R2A-interacting phosphatase regulator 1; PABIR family member 1,C9orf42; FAM122A,116224,PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1,chromosome 9 open reading frame 42; family with sequence similarity 122A,,MGC17347,PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1,C9orf42; FAM122A,PABIR1
Q96E14,RMI2_HUMAN,RMI2; C16orf75,RecQ-mediated genome instability protein 2; hRMI2; BLM-associated protein of 18 kDa; BLAP18,C16orf75,116028,RecQ mediated genome instability 2,chromosome 16 open reading frame 75; RMI2; RecQ mediated genome instability 2; homolog (S. cerevisiae),,MGC24665; BLAP18,RecQ mediated genome instability 2,BLAP18; C16orf75,RMI2
Q96EB6,SIR1_HUMAN,SIRT1; SIR2L1,NAD-dependent protein deacetylase sirtuin-1; hSIRT1; EC 2.3.1.286; NAD-dependent protein deacylase sirtuin-1; EC 2.3.1.-; Regulatory protein SIR2 homolog 1; SIR2-like protein 1; hSIR2; 75SirT1,SIR2L1,23411,sirtuin 1,sirtuin (silent mating type information regulation 2; S. cerevisiae; homolog) 1; sirtuin (silent mating type information regulation 2 homolog) 1 (S. cerevisiae),,SIR2L1,sirtuin 1,SIR2; SIR2L1; SIR2alpha,SIRT1
Q96EP5,DAZP1_HUMAN,DAZAP1,DAZ-associated protein 1; Deleted in azoospermia-associated protein 1,,26528,DAZ associated protein 1,,deleted in azoospermia associated protein 1,MGC19907,DAZ associated protein 1,,DAZAP1
Q96EZ8,MCRS1_HUMAN,MCRS1; INO80Q; MSP58,Microspherule protein 1; 58 kDa microspherule protein; Cell cycle-regulated factor p78; INO80 complex subunit J; MCRS2,INO80Q; MSP58,10445,microspherule protein 1,,INO80 complex subunit Q,ICP22BP; MSP58; P78; MCRS2; INO80Q,microspherule protein 1,ICP22BP; INO80Q; MCRS2; MSP58; P78,MCRS1
Q96F46,I17RA_HUMAN,IL17RA; IL17R,Interleukin-17 receptor A; IL-17 receptor A; IL-17RA; CDw217; CD antigen CD217,IL17R,23765,interleukin 17 receptor A,interleukin 17 receptor,,hIL-17R; IL-17RA; CDw217; CD217,interleukin 17 receptor A,CANDF5; CD217; CDw217; IL-17RA; IL17R; IMD51; hIL-17R,IL17RA
Q96F86,EDC3_HUMAN,EDC3; LSM16; YJDC; YJEFN2; PP844,Enhancer of mRNA-decapping protein 3; LSM16 homolog; YjeF N-terminal domain-containing protein 2; YjeF_N2; hYjeF_N2; YjeF domain-containing protein 1,LSM16; YJDC; YJEFN2,80153,enhancer of mRNA decapping 3,yjeF domain containing (E.coli); enhancer of mRNA decapping 3 homolog (S. cerevisiae),LSM16 homolog (EDC3; S. cerevisiae),FLJ21128; hYjeF_N2-15q23; YJEFN2; LSM16,enhancer of mRNA decapping 3,LSM16; MRT50; YJDC; YJEFN2; hYjeF_N2-15q23,EDC3
Q96FA3,PELI1_HUMAN,PELI1; PRISM,E3 ubiquitin-protein ligase pellino homolog 1; Pellino-1; EC 2.3.2.27; Pellino-related intracellular-signaling molecule; RING-type E3 ubiquitin transferase pellino homolog 1,PRISM,57162,pellino E3 ubiquitin protein ligase 1,pellino (Drosophila) homolog 1; pellino homolog 1 (Drosophila),,,pellino E3 ubiquitin protein ligase 1,,PELI1
Q96FF9,CDCA5_HUMAN,CDCA5,Sororin; Cell division cycle-associated protein 5; p35,,113130,cell division cycle associated 5,,sororin,,cell division cycle associated 5,SORORIN,CDCA5
Q96FI4,NEIL1_HUMAN,NEIL1,Endonuclease 8-like 1; EC 3.2.2.-; EC 4.2.99.18; DNA glycosylase/AP lyase Neil1; DNA-(apurinic or apyrimidinic site; Endonuclease VIII-like 1; FPG1; Nei homolog 1; NEH1; Nei-like protein 1,,79661,nei like DNA glycosylase 1,nei endonuclease VIII-like 1 (E. coli),DNA endonuclease eight-like glycosylase 1,FLJ22402; hFPG1; NEI1; FPG1,nei like DNA glycosylase 1,FPG1; NEI1; hFPG1,NEIL1
Q96FW1,OTUB1_HUMAN,OTUB1; OTB1; OTU1; HSPC263,Ubiquitin thioesterase OTUB1; EC 3.4.19.12; Deubiquitinating enzyme OTUB1; OTU domain-containing ubiquitin aldehyde-binding protein 1; Otubain-1; hOTU1; Ubiquitin-specific-processing protease OTUB1,OTB1; OTU1,55611,OTU deubiquitinase; ubiquitin aldehyde binding 1,OTU domain; ubiquitin aldehyde binding 1,,FLJ20113; FLJ40710,OTU deubiquitinase; ubiquitin aldehyde binding 1,HSPC263; OTB1; OTU1,OTUB1
Q96GD0,PLPP_HUMAN,PDXP; CIN; PLP; PLPP,Chronophin; EC 3.1.3.16; EC 3.1.3.74; Pyridoxal phosphate phosphatase; PLP phosphatase,CIN; PLP; PLPP,57026,pyridoxal phosphatase,pyridoxal (pyridoxine; vitamin B6) phosphatase,chronophin,dJ37E16.5; FLJ32703; CIN,pyridoxal phosphatase,CIN; PLP; dJ37E16.5,PDXP
Q96GD4,AURKB_HUMAN,AURKB; AIK2; AIM1; AIRK2; ARK2; STK1; STK12; STK5,Aurora kinase B; EC 2.7.11.1; Aurora 1; Aurora- and IPL1-like midbody-associated protein 1; AIM-1; Aurora/IPL1-related kinase 2; ARK-2; Aurora-related kinase 2; STK-1; Serine/threonine-protein kinase 12; Serine/threonine-protein kinase 5; Serine/threonine-protein kinase aurora-B,AIK2; AIM1; AIRK2; ARK2; STK1; STK12; STK5,9212,aurora kinase B,serine/threonine kinase 12,aurora-B; aurora-1; protein phosphatase 1; regulatory subunit 48; aurora- and Ipl1-like midbody-associated protein 1 homolog (rat),Aik2; IPL1; AurB; AIM-1; ARK2; STK5; PPP1R48,aurora kinase B,AIK2; AIM-1; AIM1; ARK-2; ARK2; AurB; IPL1; PPP1R48; STK-1; STK12; STK5; aurkb-sv1; aurkb-sv2,AURKB
Q96GE6,CALL4_HUMAN,CALML4,Calmodulin-like protein 4; Serologically defined breast cancer antigen NY-BR-20,,91860,calmodulin like 4,calmodulin-like 4,,MGC4809; NY-BR-20,calmodulin like 4,NY-BR-20,CALML4
Q96GX5,GWL_HUMAN,MASTL; GW; GWL; THC2,Serine/threonine-protein kinase greatwall; GW; GWL; hGWL; EC 2.7.11.1; Microtubule-associated serine/threonine-protein kinase-like; MAST-L,GW; GWL; THC2,84930,microtubule associated serine/threonine kinase like,microtubule associated serine/threonine kinase-like,greatwall kinase homolog,FLJ14813; THC2; Gwl,microtubule associated serine/threonine kinase like,GREATWALL; GW; GWL; MAST-L; THC2,MASTL
Q96HP0,DOCK6_HUMAN,DOCK6; KIAA1395,Dedicator of cytokinesis protein 6,KIAA1395,57572,dedicator of cytokinesis 6,,,KIAA1395; ZIR1,dedicator of cytokinesis 6,AOS2; ZIR1,DOCK6
Q96HS1,PGAM5_HUMAN,PGAM5,Serine/threonine-protein phosphatase PGAM5; mitochondrial; EC 3.1.3.16; Bcl-XL-binding protein v68; Phosphoglycerate mutase family member 5,,192111,PGAM family member 5; mitochondrial serine/threonine protein phosphatase,phosphoglycerate mutase family member 5; PGAM family member 5; serine/threonine protein phosphatase; mitochondrial,Bcl-XL-binding protein v68,MGC5352; BXLBv68,PGAM family member 5; mitochondrial serine/threonine protein phosphatase,BXLBV68,PGAM5
Q96HZ4,HES6_HUMAN,HES6; BHLHB41,Transcription cofactor HES-6; C-HAIRY1; Class B basic helix-loop-helix protein 41; bHLHb41; Hairy and enhancer of split 6,BHLHB41,55502,hes family bHLH transcription factor 6,hairy and enhancer of split 6 (Drosophila),,bHLHb41,hes family bHLH transcription factor 6,C-HAIRY1; HES-6; bHLHb41; bHLHc23,HES6
Q96I25,SPF45_HUMAN,RBM17; SPF45,Splicing factor 45; 45 kDa-splicing factor; RNA-binding motif protein 17,SPF45,84991,RNA binding motif protein 17,,splicing factor 45kDa,SPF45; MGC14439,RNA binding motif protein 17,SPF45,RBM17
Q96IF1,AJUBA_HUMAN,AJUBA; JUB,LIM domain-containing protein ajuba,JUB,84962,ajuba LIM protein,jub; ajuba homolog (Xenopus laevis),,MGC15563,ajuba LIM protein,JUB,AJUBA
Q96II8,LRCH3_HUMAN,LRCH3,DISP complex protein LRCH3; Leucine-rich repeat and calponin homology domain-containing protein 3,,84859,leucine rich repeats and calponin homology domain containing 3,leucine-rich repeats and calponin homology (CH) domain containing 3,,MGC4126,leucine rich repeats and calponin homology domain containing 3,,LRCH3
Q96IZ0,PAWR_HUMAN,PAWR; PAR4,PRKC apoptosis WT1 regulator protein; Prostate apoptosis response 4 protein; Par-4,PAR4,5074,pro-apoptotic WT1 regulator,PRKC; apoptosis; WT1; regulator,prostate apoptosis response-4,par-4; PAR4,pro-apoptotic WT1 regulator,PAR4; Par-4,PAWR
Q96J02,ITCH_HUMAN,ITCH,E3 ubiquitin-protein ligase Itchy homolog; Itch; EC 2.3.2.26; Atrophin-1-interacting protein 4; AIP4; HECT-type E3 ubiquitin transferase Itchy homolog; NFE2-associated polypeptide 1; NAPP1,,83737,itchy E3 ubiquitin protein ligase,itchy (mouse homolog) E3 ubiquitin protein ligase; itchy E3 ubiquitin protein ligase homolog (mouse),,AIP4,itchy E3 ubiquitin protein ligase,ADMFD; AIF4; AIP4; NAPP1,ITCH
Q96J92,WNK4_HUMAN,WNK4; PRKWNK4,Serine/threonine-protein kinase WNK4; EC 2.7.11.1; Protein kinase lysine-deficient 4; Protein kinase with no lysine 4,PRKWNK4,65266,WNK lysine deficient protein kinase 4,protein kinase; lysine deficient 4,,,WNK lysine deficient protein kinase 4,PHA2B; PRKWNK4,WNK4
Q96JH7,VCIP1_HUMAN,VCPIP1; KIAA1850; VCIP135,Deubiquitinating protein VCPIP1; EC 3.4.19.12; Valosin-containing protein p97/p47 complex-interacting protein 1; Valosin-containing protein p97/p47 complex-interacting protein p135; VCP/p47 complex-interacting 135-kDa protein,KIAA1850; VCIP135,80124,valosin containing protein interacting protein 1,valosin containing protein (p97)/p47 complex interacting protein 1,,VCIP135; KIAA1850; FLJ23132; DUBA3,valosin containing protein interacting protein 1,DUBA3; VCIP135,VCPIP1
Q96JJ3,ELMO2_HUMAN,ELMO2; CED12A; KIAA1834,Engulfment and cell motility protein 2; Protein ced-12 homolog A; hCed-12A,CED12A; KIAA1834,63916,engulfment and cell motility 2,engulfment and cell motility 2 (ced-12 homolog; C. elegans),,CED12; ELMO-2; CED-12; KIAA1834; FLJ11656,engulfment and cell motility 2,CED-12; CED12; Ced-12A; ELMO-2; VMPI,ELMO2
Q96KB5,TOPK_HUMAN,PBK; TOPK,Lymphokine-activated killer T-cell-originated protein kinase; EC 2.7.12.2; Cancer/testis antigen 84; CT84; MAPKK-like protein kinase; Nori-3; PDZ-binding kinase; Spermatogenesis-related protein kinase; SPK; T-LAK cell-originated protein kinase,TOPK,55872,PDZ binding kinase,,T-LAK cell-originated protein kinase; cancer/testis antigen 84,TOPK; FLJ14385; Nori-3; SPK; CT84,PDZ binding kinase,CT84; HEL164; Nori-3; SPK; TOPK,PBK
Q96KG7,MEG10_HUMAN,MEGF10; KIAA1780,Multiple epidermal growth factor-like domains protein 10; Multiple EGF-like domains protein 10,KIAA1780,84466,multiple EGF like domains 10,multiple EGF-like-domains 10,,KIAA1780; SR-F3,multiple EGF like domains 10,CMYO10A; CMYO10B; CMYP10A; CMYP10B; EMARDD; SR-F3,MEGF10
Q96KK4,O10C1_HUMAN,OR10C1; OR10C2,Olfactory receptor 10C1; Hs6M1-17; Olfactory receptor 10C2,OR10C2,442194,olfactory receptor family 10 subfamily C member 1,olfactory receptor; family 10; subfamily C; member 2; olfactory receptor; family 10; subfamily C; member 1; olfactory receptor; family 10; subfamily C; member 1 (gene/pseudogene); olfactory receptor family 10 subfamily C member 1 (gene/pseudogene),,hs6M1-17; OR10C1P,olfactory receptor family 10 subfamily C member 1,OR10C1P; OR10C2; OR6-31; hs6M1-17,OR10C1
Q96KK5,H2A1H_HUMAN,H2AC12; HIST1H2AH; HIST1H2AI,Histone H2A type 1-H; H2A-clustered histone 12; Histone H2A/s,HIST1H2AH; HIST1H2AI,85235,H2A clustered histone 12,histone 1; H2ah; histone cluster 1; H2ah; histone cluster 1 H2A family member h,,H2AFALii; dJ86C11.1; H2A/S,H2A clustered histone 12,H2A/S; H2AFALii; H2AH; HIST1H2AH; dJ86C11.1,H2AC12
